epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,811.987,0.91075,2.95526,1.25229,0.93208,0.20579,0.40147,0.29016,0.8583,3.80042,1.3065,0.000366027,0.000366027,0.000366027
